0,cp,section,song,type,song (last.fm),artist (last.fm),listener count (last.fm),play count (last.fm),genre (last.fm)
Aqua,"1,6,2",Chorus,Barbie Girl,3 chord,,,,,
Aqualung,"1,4,6",Chorus,Brighter Than Sunshine,3 chord,Brighter Than Sunshine,Aqualung,305989,1795710,"indie, alternative, singer-songwriter, Love, aqualung"
Arash Feat Sean Paul,"6,4,5",Intro,She Makes Me Go,3 chord,She makes me go,Arash Feat Sean Paul,0,0,
Arcade Fire,"1,4,1",Chorus,Rebellion,3 chord,Rebellion,Arcade Fire,25296,116394,"indie, rock, indie rock, Canadian, beautiful"
Arcade Fire,"5,1,6",Intro and Verse,The Suburbs,3 chord,The Suburbs,Arcade Fire,674092,6779295,"indie rock, indie, rock, alternative, Canadian"
Archie,"1,4,5",Chorus,Famous,3 chord,Famous,Archie,377,2708,"dance, House, Progressive House, EDM"
Archie feat Brenton Mattheus,"4,5,6",Chorus,Kingdom,3 chord,,,,,
Archie feat Brenton Mattheus,"1,4,5",Verse and Pre-Chorus,Kingdom ,3 chord,,,,,
Arctic Monkeys,"6,4,2",Verse,Do I Wanna Know,3 chord,Do I Wanna Know?,Arctic Monkeys,945429,13009989,"indie rock, indie, alternative, arctic monkeys, rock"
Arctic Monkeys,"1,6,5",Intro,Fluorescent Adolescent,3 chord,Fluorescent Adolescent,Arctic Monkeys,1018822,10770966,"indie rock, indie, british, rock, alternative"
Arctic Monkeys,"1,5,6",Chorus,Mardy Bum,3 chord,Mardy Bum,Arctic Monkeys,1101408,9505520,"indie rock, indie, british, rock, alternative"
Area 11,"1,5,6",Intro and Verse,Heaven Piercing Giga Drill,3 chord,Heaven piercing giga drill,Area 11,11,71,
Aretha Franklin,"4,5,3",Chorus,I Say A Little Prayer,3 chord,I Say a Little Prayer,Aretha Franklin,486808,2268386,"soul, female vocalists, 60s, oldies, motown"
Ariana Grande,"6,2,3",Chorus,Love Me Harder ft The Weeknd,3 chord,Love Me Harder ft The Weeknd,Ariana Grande,98,1171,
Ariana Grande,"1,4,6",Chorus,One Last Time,3 chord,One Last Time,Ariana Grande,334155,3674138,"pop, 2014, sad, female vocalists, heartbreak"
Ariana Grande,"1,4,6",Chorus,Santa Tell Me,3 chord,Santa Tell Me,Ariana Grande,193647,1043630,"christmas, pop, love at first listen, hino, Ariana Grande"
Ariana and the Rose Kevin Drew Remix,"4,5,6",Verse and Pre-Chorus,In Your Bed,3 chord,,,,,
Arias,"1,5,6",Chorus,Pegasus,3 chord,Pegasus,Arias,7,26,
Ariel Pink,"1,2,5",Intro,Lipstick,3 chord,Lipstick,Ariel Pink,103919,568536,"lo-fi as hell, new wave, addictive, poptron, experimental"
ArmanArX,"1,4,1",Chorus,Dia Melihatku,3 chord,,,,,
ArmanArX,"1,5,6",Chorus,Gila Dengan Kertas-Kertas,3 chord,,,,,
ArmanArX,"1,4,5",Chorus,Jangan Play,3 chord,,,,,
ArmanArX,"1,4,5",Chorus,LKY Fansku Tapi Hatersku,3 chord,,,,,
ArmanArX,"1,4,5",Chorus,SalahBeli,3 chord,,,,,
ArmanArX,"1,5,6",Intro and Verse,Sukirman,3 chord,,,,,
ArmanArX,"1,6,5",Chorus,Syahrini STICKER vs ArmanArX STICKER,3 chord,,,,,
ArmanArX,"1,4,5",Instrumental,Telepon Gebetan LINE CALL,3 chord,,,,,
ArmanArX,"1,5,4",Instrumental,Tolong Jangan Nangis Bayi,3 chord,,,,,
Armin Van Buuren,"6,4,2",Chorus,Orbion,3 chord,Orbion,Armin van Buuren,42398,229149,"trance, progressive trance, Armin van Buuren, Tech trance, electronic"
Armin Van Buuren,"6,5,4",Chorus,Pulsar,3 chord,Pulsar,Armin van Buuren,29001,142882,"trance, dance, electronic, electronica, uplifting trance"
Armin van Buuren,"4,1,5",Intro,Alone,3 chord,Alone,Armin van Buuren,48793,253711,"trance, dance trance, Dance-Trance, electronic, pop"
Armin van Buuren,"1,4,5",Chorus,Sound Of The Drums,3 chord,Sound of the Drums,Armin van Buuren,27575,132999,"trance, progressive trance, vocal trance, Armin van Buuren"
Armin van Buuren,"1,6,4",Intro,This Is What It Feels Like,3 chord,This Is What It Feels Like,Armin van Buuren,214433,1377550,"trance, dance, House, electronic, Armin van Buuren"
Armin van Buuren feat Cimo Frankel,"1,2,6",Pre-Chorus and Chorus,Strong Ones,3 chord,Strong Ones,Armin Van Buuren Feat Cimo Frankel,34,529,
Armin van Buuren featuring Laura V - Avicii Remix,"6,4,1",Chorus,Drowning,3 chord,,,,,
Arno Cost,"6,3,2",Chorus,Strong,3 chord,Strong,Arno Cost,1203,4358,
Art Garfunkel,"4,5,3",Chorus,Bright Eyes,3 chord,Bright Eyes,Art Garfunkel,105432,389069,"folk, pop, singer-songwriter, soft rock, 70s"
Art of Noise,"6,3,2",Bridge,Moments in Love,3 chord,Moments in Love,Art of Noise,148466,583646,"electronic, ambient, 80s, chillout, instrumental"
Arthur,"1,5,6",Chorus,Beginning of time,3 chord,,,,,
Arthur,"1,2,3",Instrumental,NYAN CAT,3 chord,,,,,
Arthur White,"4,6,5",Chorus,The Fade - Nolan Van Lith Remix,3 chord,,,,,
Arty,"1,4,5",Chorus,Around The World,3 chord,Around the World,Arty,8119,30627,"trance, progressive trance, House, Progressive House, electronic"
Arty,"1,6,1",Chorus,Ferry Corsten - Punk,3 chord,,,,,
Arty,"6,4,5",Chorus,Flashback,3 chord,Flashback,Arty,2545,8332,"trance, melodic, Progressive, Uplifting, anthem"
Arty,"4,5,6",Chorus,Stronger,3 chord,Stronger,Arty,8782,26297,
Arty,"1,5,2",Chorus,When I See You,3 chord,When I See You,Arty,542,2446,
Arty,"1,5,1",Chorus,Zara,3 chord,Zara,Arty,3642,21394,"trance, progressive trance, electronic, tatw web vote winner, tatw 350"
Arty - Mat Zo,"6,4,1",Verse,Rebound,3 chord,,,,,
Arty and Matisse and Sadko,"4,5,6",Chorus,Riot,3 chord,,,,,
Aryx,"4,5,6",Chorus,Chaldea,3 chord,Chaldea,Aryx,213,1205,"free download, freeform hardcore"
Asaf Avidan,"4,6,1",Chorus,One Day,3 chord,One Day,Asaf Avidan,7080,69483,"zicbouge, zicdanse, zicelectro, zictop"
Asher Roth,"1,5,6",Chorus,I Love College,3 chord,I Love College,Asher Roth,329998,1536345,"Hip-Hop, Asher Roth, hip hop, party, college"
Ashes Remain,"1,4,6",Intro,Right Here,3 chord,Right Here,Ashes Remain,17853,146941,"rock, alternative rock, christian rock, hard rock, modern"
Ashlee Simpson,"6,4,6",Pre-Chorus,Pieces Of Me,3 chord,Pieces of Me,Ashlee Simpson,299259,1299281,"pop, Ashlee Simpson, female vocalists, pop rock, rock"
Ashley Wallbridge Andy Moor Meighan Nealon,"1,5,6",Chorus,Faces,3 chord,,,,,
Associates,"1,4,5",Verse,Party Fears Two,3 chord,Party Fears Two,The Associates,35359,132039,"new wave, 80s, british, post-punk, 1982"
Astrid S,"1,2,4",Chorus,2 AM - Matoma Remix,3 chord,2 AM - Matoma Remix,Astrid S,1,31,
Astro,"1,2,16",Chorus,Hide and Seek,3 chord,Hide and Seek,Astro,42,216,
Astronaut,"1,5,6",Intro and Verse,Feronia feat Danyka Nadeau,3 chord,,,,,
Astronaut-ft--Harry-Brooks-JNR,"4,5,6",Chorus,Champions,3 chord,,,,,
Atlas Genius,"4,1,5",Intro and Verse,Trojans,3 chord,Trojans,Atlas Genius,239079,1463501,"indie, Electro Pop, indie rock, 2010s, australian"
Atomic Kitten,"1,4,5",Chorus,The Tide is High,3 chord,The Tide Is High,Atomic Kitten,33133,118184,"pop, female vocalists, cover, Atomic Kitten, british"
Au5,"5,2,1",Chorus,Atlantis,3 chord,Atlantis,Au5,4661,16291,dubstep
Au5,"6,5,4",Intro,Blossom,3 chord,Blossom,Au5,9290,41435,
Au5,"6,1,4",Intro,Follow You feat Danyka Nadeau,3 chord,Follow You feat Danyka Nadeau,Au5,2,83,
Au5,"1,4,5",Chorus,Singularity,3 chord,Singularity,Au5,524,2723,"dubstep, Trancestep, melody dubstep"
Au5,"1,5,2",Intro,Snowblind feat Tasha Baxter,3 chord,Snowblind feat Tasha Baxter,Au5,3,7,
Au5,"6,5,4",Chorus,Virgo,3 chord,Virgo,Au5,3116,8905,
Au5 and Fractal,"6,4,5",Pre-Chorus,Blue,3 chord,Blue,Au5 & Fractal,3111,16201,Drum and bass
Audien,"1,4,5",Pre-Chorus,Elysium,3 chord,Elysium,Audien,1570,6024,
Audien,"4,1,5",Chorus,Something Better,3 chord,Something Better,Audien,36709,154009,audien
Audien,"5,6,1",Instrumental,Wayfarer,3 chord,Wayfarer,Audien,9958,41014,"trance, trouse, progressive electro trance, deep progressive trance, electro tech trance"
Audien feat Ruby Prophet,"1,5,1",Instrumental,Circles,3 chord,Circles,Audien feat. Ruby Prophet,1369,5432,
Augustana,"1,4,5",Verse,Boston,3 chord,Boston,Augustana,355165,2812879,"piano rock, alternative, piano, indie, rock"
Aura Dione,"6,4,1",Bridge,Friends - Piano Cover,3 chord,,,,,
Austin Cassidy,"4,6,5",Pre-Chorus and Chorus,Find Our Way ft Crystal Castagnazzi,3 chord,,,,,
Austin Jorgensen,"4,5,6",Chorus,Goodbye Baby,3 chord,Goodbye Baby,Austin Jorgensen,3,3,
Austin Mahone,"4,5,1",Pre-Chorus and Chorus,What About Love,3 chord,What About Love,Austin Mahone,35160,335199,"pop, teen pop, electropop, love at first listen, Austin Mahone"
Austra,"1,5,6",Chorus,Painful Like,3 chord,Painful Like,Austra,60503,318884,"synthpop, female vocalists, Canadian, 2013, 10s"
Australian Crawl,"6,4,1",Pre-Chorus and Chorus,Reckless,3 chord,Reckless,Australian Crawl,4557,26573,"australian, rock, 80s, 1983, pop"
Avenged Sevenfold,"6,4,2",Bridge,Blinded In Chains,3 chord,Blinded in Chains,Avenged Sevenfold,215038,1804846,"metal, metalcore, hard rock, heavy metal, rock"
Avicii,"1,5,6",Intro and Verse,Broken Arrows,3 chord,Broken Arrows,Avicii,79135,380256,"swedish, party, 2015, 2015 single, bbc radio1 playlist 2016"
Avicii,"1,4,5",Verse,Dear Boy,3 chord,Dear Boy,Avicii,119031,601854,"electronic, House, dance, techno, electronica"
Avicii,"1,6,5",Intro,Fade Into Darkness,3 chord,Fade Into Darkness,Avicii,36042,264270,"House, dance, Progressive House, trance, 2011"
Avicii,"1,5,6",Pre-Chorus and Chorus,Father Told Me,3 chord,Father Told Me,Avicii,1,5,
Avicii,"1,6,4",Chorus,For A Better Day - KSHMR Remix,3 chord,For A Better Day - KSHMR Remix,Avicii,4517,16120,dance
Avicii,"1,5,6",Intro and Verse,Hey Brother,3 chord,Hey Brother,Avicii,448039,3462525,"dance, pop, electronic, country house, country"
Avicii,"1,5,4",Intro,Levels,3 chord,Levels,Avicii,586736,4001856,"dance, House, electronic, party, Progressive House"
Avicii,"4,5,6",Verse,Liar Liar,3 chord,Liar Liar,Avicii,109645,522155,"electronic, Progressive House, dance, House, Uplifting"
Avicii,"4,5,6",Chorus,Liar Liar - Avicii By Avicii,3 chord,Liar Liar - Avicii By Avicii,Avicii,14920,46222,
Avicii,"4,5,6",Chorus,Shame On Me,3 chord,Shame on Me,Avicii,85636,375365,"electronic, House, Avicii, swedish, electro"
Avicii,"4,6,5",Solo,Talk To Myself,3 chord,Talk To Myself,Avicii,38066,152053,
Avicii,"1,5,6",Chorus,The Days,3 chord,The Days,Avicii,193170,1079069,"2014, electronic, robbie williams, 2014 single, pop"
Avicii,"1,5,6",Verse and Pre-Chorus,The Nights,3 chord,The Nights,Avicii,254514,1748241,"dance, electronic, 2015, 2014, pop"
Avicii,"1,5,6",Chorus,The Nights FIFA 15 Soundtrack,3 chord,,,,,
Avicii,"4,5,6",Chorus,Two Million,3 chord,Two Million,Avicii,1085,4942,
Avicii,"4,5,6",Verse,Waiting For Love,3 chord,Waiting For Love,Avicii,280198,1893823,"dance, 2015, swedish, House, 2015 single"
Avicii,"6,4,1",Chorus,Wake Me Up,3 chord,Wake Me Up,Avicii,687954,6491178,"electronic, dance, 2013, Avicii, pop"
Avicii,"4,5,4",Intro,X You,3 chord,X You,Avicii,11764,55825,"House, Avicii, Progressive House, X You, swedish"
Avicii - Ezon remix ,"1,5,6",Chorus,All You Need Is Love,3 chord,,,,,
Avicii vs Nicky Romero,"1,4,5",Chorus,I Could Be The One,3 chord,,,,,
Avril Lavigne,"1,5,6",Chorus,Complicated,3 chord,Complicated,Avril Lavigne,734417,5037675,"pop, rock, avril lavigne, pop rock, female vocalists"
Avril Lavigne,"1,5,6",Chorus,Girlfriend,3 chord,Girlfriend,Avril Lavigne,563039,3833402,"pop, rock, pop rock, avril lavigne, female vocalists"
Avril Lavigne,"1,5,6",Intro,Sk8er Boi,3 chord,Sk8er Boi,Avril Lavigne,504679,2847489,"rock, pop, pop rock, avril lavigne, female vocalists"
Avril Lavigne,"1,4,6",Verse,What the hell,3 chord,What the Hell,Avril Lavigne,348465,3517277,"pop rock, pop, avril lavigne, female vocalists, rock"
Avril Lavigne,"4,1,5",Bridge,When You're Gone,3 chord,When You're Gone,Avril Lavigne,523016,3725032,"pop, avril lavigne, rock, female vocalists, pop rock"
Awolnation,"6,5,1",Intro,Sail,3 chord,Sail,Awolnation,779352,7483748,"electronic, alternative, chill, aitchsonic, aitch"
Axis of Awesome,"1,5,6",Chorus,Four Chord Songs,3 chord,Four Chord Songs,The Axis of Awesome,9,66,
Axwell,"4,5,6",Chorus,Center Of The Universe - Blinders Remix,3 chord,Center Of The Universe - Blinders Remix,Axwell,1571,4280,
Axwell and Ingrosso,"1,2,6",Intro and Verse,On My Way,3 chord,On My Way,axwell and ingrosso,40,225,
Axwell and Ingrosso,"5,4,1",Verse,Something New,3 chord,Something New,Axwell & Ingrosso,1381,8923,2014 single
Axwell and Ingrosso,"1,4,6",Chorus,Something New ,3 chord,,,,,
Axwell and Ingrosso,"1,5,1",Chorus,Sun Is Shining,3 chord,Sun Is Shining,axwell and ingrosso,85,741,
Ayaka Hirahara,"1,4,5",Verse,Jupiter,3 chord,Jupiter,平原綾香,9392,74483,"JPop, Ballad, female vocalists, ayaka, japanese"
Ayreon,"1,5,4",Chorus,Pain,3 chord,Pain,Ayreon,592,3203,metalmittwoch
B Witched,"1,5,1",Chorus,C est La Vie,3 chord,C'est La Vie,B*Witched,120094,430762,"pop, 90s, irish, female vocalists, dance"
B Witched,"5,1,4",Chorus,Rollercoaster,3 chord,Rollercoaster,B*Witched,25358,79281,"pop, 90s, irish, dance, female vocalists"
B o B ft Hayley Williams,"1,6,4",Chorus,Airplanes,3 chord,Airplanes,B O B Ft Hayley Williams,18,285,
B-Witched,"1,5,1",Pre-Chorus and Chorus,C'est La Vie,3 chord,C'est La Vie,B*Witched,120094,430762,"pop, 90s, irish, female vocalists, dance"
BBC National Orchestra of Wales,"6,1,4",Intro,Doctor Who - Doomsday,3 chord,Doctor Who - Doomsday,BBC National Orchestra of Wales,1,1,
BESTie,"6,4,2",Chorus,Excuse Me,3 chord,Excuse Me,BESTie,5744,53992,"Kpop, pop, female vocalists, dance, saxophone"
BIGBANG,"6,5,2",Chorus,Bae Bae,3 chord,Bae Bae,Bigbang,29882,448527,"big bang, k-pop, Asian, male vocalists, baby"
BORNS,"4,5,4",Chorus,Past Lives,3 chord,Past Lives,BORNS,2,3,"somafm, poptron"
BOY,"1,6,5",Chorus,Little Numbers,3 chord,Little Numbers,Boy,171040,1180465,"indie, indie rock, singer-songwriter, female vocals, rock"
BRICH,"1,5,6",Instrumental,Snob,3 chord,,,,,
BTS,"4,5,6",Chorus,I Need U,3 chord,I NEED U,BTS,57869,1247271,"bts, rap, k-pop, pop, BIGHIT"
Bachman-Turner Overdrive,"1,5,4",Chorus,You Ain't Seen Nothing,3 chord,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,296722,1194284,"classic rock, 70s, rock, bachman-turner overdrive, hard rock"
Backstreet Boys,"1,6,5",Chorus,As Long As You Love Me,3 chord,As Long as You Love Me,Backstreet Boys,327976,1624945,"pop, 90s, backstreet boys, boybands, BSB"
Backstreet Boys,"6,5,4",Chorus,Don't Want You Back,3 chord,Don't Want You Back,Backstreet Boys,55130,242135,"pop, 90s, backstreet boys, boybands, dance"
Backstreet Boys,"1,5,6",Chorus,Get Another Boyfriend,3 chord,Get Another Boyfriend,Backstreet Boys,44067,239895,"pop, backstreet boys, boy band, Guilty Pleasures, boybands"
Backstreet Boys,"1,6,5",Chorus,I Want It That Way,3 chord,I Want It That Way,Backstreet Boys,594965,3052303,"pop, 90s, backstreet boys, boybands, male vocalists"
Backstreet Boys,"1,4,1",Chorus,Shape of My Heart,3 chord,Shape of My Heart,Backstreet Boys,179900,993149,"pop, backstreet boys, boybands, 90s, Love"
Backstreet Boys,"4,5,6",Verse,Show Me The Meaning Of Being Lonely,3 chord,Show Me the Meaning of Being Lonely,Backstreet Boys,223360,1059674,"pop, 90s, backstreet boys, boybands, slow"
Backstreet Boys,"1,5,6",Chorus,The One,3 chord,The One,Backstreet Boys,103242,494180,"pop, 90s, backstreet boys, boybands, dance"
Bad Lip Reading,"4,5,4",Chorus,Kicked Your Monkey,3 chord,Kicked Your Monkey,Bad Lip Reading,1115,7568,"tiny mustache on your cat on wednesdays, been dreaming i could strangle you and it felt so wonderful, body snatching you, fighting with ninja gloves, used your goat"
Bad Lip Reading,"1,5,4",Chorus,Russian Unicorn,3 chord,Russian Unicorn,Bad Lip Reading,2999,22428,
Bad Religion,"1,6,4",Verse,Supersonic,3 chord,Supersonic,Bad Religion,87115,477251,"punk rock, punk, rock, bad religion, alternative"
Bahamas,"1,4,1",Chorus,Lost In The Light,3 chord,Lost In The Light,Bahamas,164574,750110,"Mellow, radio paradise, radioparadise, Watch over me, indie"
Bakermat,"1,5,2",Chorus,Uizicht,3 chord,Uizicht,Bakermat,8,32,
Bambee,"1,5,6",Chorus,Cowgirl,3 chord,Cowgirl,Bambee,2050,11998,
Bamse,"1,4,1",Verse,Bamse,3 chord,Bamse,Bamse,29,71,
Band of Skulls,"6,5,2",Outro,I Know What I Am,3 chord,I Know What I Am,Band of Skulls,296039,1443387,"rock, indie rock, blues rock, indie, catchy"
Banks,"1,4,5",Verse,Brain,3 chord,Brain,Banks,143710,1312881,"pop, 2014, Mellow, female vocalists, electronic"
Barbie Young,"4,5,1",Chorus,Cartoon Heroes -Speedy Mix-,3 chord,Cartoon Heroes -Speedy Mix-,Barbie Young,25,75,
Barden Bellas - Pitch Perfect,"5,1,6",Intro and Verse,I Saw The Sign,3 chord,,,,,
Bare Naked Ladies,"1,5,1",Intro,Big Bang Theory Theme Song,3 chord,Big Bang Theory Theme Song,Barenaked Ladies,54,441,ost
Barenaked Ladies,"1,6,4",Chorus,If I Had A Million Dollars,3 chord,"If I Had $1,000,000",Barenaked Ladies,148757,754361,"Canadian, rock, alternative, 90s, quirky"
Barry Manilow,"5,1,56",Bridge,I Write the Songs,3 chord,I Write the Songs,Barry Manilow,45280,142575,"70s, easy listening, pop, singer-songwriter, oldies"
Barry Manilow,"1,6,4",Chorus,Mandy,3 chord,Mandy,Barry Manilow,166105,650101,"pop, easy listening, oldies, 80s, 70s"
Barry Mann,"1,6,4",Chorus,Who Put the Bomp,3 chord,Who Put the Bomp,Barry Mann,7832,32168,"oldies, rock n roll, 1961, Love, classic rock"
Bart Peeters,"6,2,5",Bridge,Allemaal Door Jou,3 chord,Allemaal Door Jou,Bart Peeters,4953,27521,"kleinkunst, Belgisch, belgian, Nederlandstalig, seen live"
Basshunter,"1,5,6",Verse,All I Ever Wanted,3 chord,All I Ever Wanted,Basshunter,140303,1049379,"dance, eurodance, techno, trance, club"
Basshunter,"1,5,6",Intro,DotA,3 chord,Dota,Basshunter,113810,846335,"dance, techno, electronic, trance, swedish"
Basshunter,"4,5,1",Chorus,Now You're Gone,3 chord,Now You're Gone,Basshunter,132174,960811,"dance, techno, electronic, basshunter, House"
Bastille,"4,5,6",Chorus,Bad Blood,3 chord,Bad Blood,Bastille,278052,2046905,"alternative, indie rock, indie, 2012 single, bastille"
Bastille,"4,5,6",Pre-Chorus,Oblivion,3 chord,Oblivion,Bastille,225035,1499069,"pop, piano, alternative, bastille, 2014 single"
Bastille,"1,5,4",Chorus,Pompeii,3 chord,Pompeii,Bastille,741165,7420667,"indie, pop, british, alternative, 2013"
Bastille,"4,1,5",Instrumental,Pompeii - Audien Remix,3 chord,Pompeii - Audien Remix,Bastille,35915,120450,
Bastille,"1,5,6",Verse,What Would You Do,3 chord,What Would You Do,Bastille,88761,500992,"cover, great, bastille, indie, pop"
Bastion,"6,2,1",Verse,Setting Sail Coming Home,3 chord,Setting Sail Coming Home,Bastion,4,181,
Bastion Soundtrack,"6,2,1",Verse,Zulf's Theme,3 chord,zulf's theme,Bastion Soundtrack,1,1,
Basto,"1,5,6",Chorus,Again and Again,3 chord,Again And Again,Basto,18292,106835,"dance, trance, House, electro, club"
Basto,"6,1,3",Pre-Chorus,I Rave You,3 chord,I Rave You,Basto,5410,20157,"House, electro house, Progressive House, 2013, basto"
Beach Boys,"1,4,1",Intro,Don't Worry Baby,3 chord,Don't Worry Baby,The Beach Boys,211871,955840,"60s, classic rock, oldies, pop, Beach Boys"
Beach House,"4,5,1",Verse,The Hours,3 chord,The Hours,Beach House,216258,1478282,"dream pop, indie, femalevocalistsgdchill, indie pop, american"
Beach House,"4,6,1",Verse,Turtle Island,3 chord,Turtle Island,Beach House,167422,990296,"dream pop, indie, Dreamy, ethereal, female vocalists"
Beach House,"1,5,4",Outro,Walk in the Park,3 chord,Walk in the Park,Beach House,352038,2711323,"dream pop, indie, alternative, female vocalists, indie rock"
Beach House,"1,6,3",Verse,Wishes,3 chord,Wishes,Beach House,196090,1294959,"dream pop, femalevocalistsgdchill, indie, american, 2012"
Beatles,"6,5,4",Bridge,Something,3 chord,Something,The Beatles,824202,5756301,"classic rock, 60s, rock, The Beatles, pop"
Bebe Rexha,"4,6,5",Instrumental,I Can't Stop Drinking About You - Otto Knows Remix,3 chord,I Can't Stop Drinking About You - Otto Knows Remix,Bebe Rexha,1,1,
Beck,"1,5,6",Verse and Pre-Chorus,Blue Moon,3 chord,Blue Moon,Beck,239923,1139994,"indie, singer-songwriter, fip, rock, alternative rock"
Beck,"1,4,1",Verse and Pre-Chorus,Heart Is A Drum,3 chord,Heart Is a Drum,Beck,164448,728110,"indie rock, indie, rock, american, fip"
Beck,"4,1,5",Pre-Chorus and Chorus,Morning,3 chord,Morning,Beck,220302,951754,"indie, so fucking beautiful, rock, singer-songwriter, folk rock"
Becky G,"1,6,4",Chorus,Can't Stop Dancin',3 chord,Can't Stop Dancin',Becky G,55373,318889,"pop, dance, Becky G, love at first listen, exotic"
Becky G,"1,6,5",Chorus,Shower,3 chord,Shower,Becky G,206139,1378280,"2014, pop, best of 2014, summer 2014, hip hop"
Bee Gees,"1,5,4",Verse,To Love Somebody,3 chord,To Love Somebody,Bee Gees,143847,550100,"pop, 60s, 70s, oldies, Love"
Bela Fleck,"1,5,1",Chorus,Big Country,3 chord,Big Country,Béla Fleck,2587,9642,
Belinda Carlisle,"1,5,4",Verse and Pre-Chorus,Heaven is a Place on Earth,3 chord,Heaven Is a Place on Earth,Belinda Carlisle,420254,2068980,"80s, pop, female vocalists, Belinda Carlisle, new wave"
Belle and Sebastian,"6,5,4",Chorus,I'm A Cuckoo,3 chord,I'm a Cuckoo,Belle and Sebastian,257435,1515524,"indie, indie pop, alternative, happy, belle and sebastian"
Belle and Sebastian,"6,3,2",Chorus,Like Dylan in the Movies,3 chord,Like Dylan in the Movies,Belle and Sebastian,250023,1525739,"indie, indie pop, Scottish, Mellow, rock"
Ben E King,"1,6,4",Verse,Stand By Me,3 chord,Stand By Me,Ben E. King,617063,3232093,"soul, oldies, 60s, classic, blues"
